,x,y,z,F
0,18.03464100989656,80.07104430171131,-75.20125817461596,7859.832972393801
1,79.64890702732089,-92.0091997623937,-68.79267103385791,-9246.466188664383
2,-91.6332044008524,37.95276904493409,51.5755883773941,3727.1736004706327
3,-97.69492368267325,-93.78948817919954,74.13390746233318,-9458.691710225477
4,-68.34212492803809,-85.17196883478839,53.50547045780067,-8577.551059926325
5,71.0127823135928,36.42082659688674,20.10750309556309,3916.4357769932512
6,-79.05535040592875,-31.550568055108513,-81.57987580330852,-3641.947652729216
7,58.536656032039645,13.546621731694103,79.79292236420685,1771.388931969011
8,-57.58740688150152,57.4322993321135,30.464569438015843,5711.005219160928
9,-16.352878036109743,-25.625942768275763,78.7113269184915,-2372.7403453115367
10,-42.27338799200984,-65.01022435628339,-18.627558819334425,-6707.002182581714
11,20.97780377123226,-46.803832330548985,53.393011893430185,-4479.0806724792255
12,85.31735524446094,9.908158441010244,23.26873060503401,1300.760704666485
13,-51.73799267488675,97.86381112390893,98.61241483470957,10004.653088402982
14,-77.57119586886057,22.66070681673878,-96.23680164644787,1764.2400992515206
15,16.915259156005206,-54.16406287644928,-55.02406240830921,-5570.3024496504595
16,-44.4515960368608,19.33266745011808,35.57364528058298,1933.9779550241071
17,43.88644609463407,-52.306346466452645,-47.934268614199624,-5288.120600906103
18,-7.587299930881059,8.92651228791452,-45.5821657436666,733.1766780022693
19,64.4515585989277,41.64328919360739,-31.079447257599966,4262.6788858209675
20,-53.41141490789598,53.29818101355468,-4.809821421535162,5196.172131624183
21,37.39645754921912,1.8652225335137729,-63.299178649839824,90.18177753242595
22,-63.23460592253372,38.06281685854114,6.19412207752373,3672.909709363344
23,98.38090019109279,1.5901558951731118,12.958750415016041,467.95974873620986
24,2.8951096289116123,97.50311983537048,2.798577501943967,9815.663864586506
25,11.685034180544562,-25.964066284605508,-99.83584115529418,-2891.214740245764
26,-87.46528265935689,3.588959806200293,32.715032008017204,225.62890584634826
27,85.13161342935896,-62.06477533387316,86.60108663365412,-5734.0495294950215
28,-29.19196549340981,80.61104978183693,60.26833853170359,8211.22081243734
29,-80.42541252352055,-20.681413057145747,22.271173409811567,-2227.060310976098
30,-41.77100906469957,-13.938171353099179,-4.977176139237471,-1529.8349906762191
31,33.914762557695326,-50.79129655701449,-24.089897855785907,-5087.922112968243
32,-14.69075199420719,-35.69068551643349,-16.962623271565718,-3680.0714562260964
33,-49.08590089423897,90.07434753152273,1.8964351287051215,8924.899334547805
34,-74.81925032182735,68.7381617019818,46.295936191988034,6850.14284339869
35,85.42533685526845,98.2254115533203,30.836813178935728,10200.577927025492
36,-93.05504795727124,33.03753750375458,27.53390996763079,3154.0315690504817
37,-66.57785078483163,-70.2060502805427,-29.991227913210224,-7330.820802372721
38,-16.12357429662552,-99.03524132590742,13.95025884214347,-9953.004460040771
39,-42.69451421645631,55.10928514870801,-73.47032745447419,5191.450990940177
40,33.06312612600544,-94.00222292418134,16.547201904693495,-9305.288623426262
41,-87.45443850432224,-94.43845640926341,75.67081962502002,-9491.098538102968
42,-67.86927314005263,-51.49030735014246,9.013584508959156,-5330.831516306695
43,-26.311243580410277,-82.46397027449504,5.7579141647307495,-8340.97273683327
44,63.47857538509888,-56.15305900684546,17.851340373763676,-5414.636810162471
45,-51.93537671569182,77.0092904275011,-95.51903728820439,7298.277597396656
46,2.63106142918528,55.941687755084956,12.327287011429448,5667.923689651458
47,99.85144018583665,-43.456945747566486,36.39265266881563,-3981.779909136951
48,58.674652804484396,-2.856780590889386,-50.81806281276147,-287.433468447557
49,29.403248775482865,-75.50266952496867,-41.17549212689,-7637.42399103998
50,-28.431527832018034,-50.755564703544145,22.86041274147405,-5106.509360510672
51,-88.96583255343913,5.2389081070393075,22.500812362233475,355.325763783001
52,82.4104940235244,-91.07676938752044,10.332611347241482,-8896.747763576905
53,64.82731750124606,-12.747917062620289,-3.6510935452233326,-1116.3796668622122
54,31.573038911832214,-9.154145992147605,-86.60668899264112,-1106.3049086272977
55,-46.21051297635823,-18.18317428569054,51.10743984819803,-1792.5755683851175
56,-39.06843143892007,98.69253789389109,-12.936861715869497,9771.644423921049
57,48.09597208546478,48.75726663299801,-72.45974705845175,4803.217157150581
58,70.3249295846648,68.72329345089034,29.91081282882567,7191.689207262953
59,-66.54938328263711,61.014813582790055,-99.8098903613007,5637.412590377243
60,-28.20959230825946,96.29019008617422,95.2634826934028,9899.672171861384
61,-40.98525540527873,80.36120620390372,-49.52596182455109,7809.38986523748
62,21.91680907895477,29.92157813948029,40.95351228528418,3195.4493195081664
63,14.472395796221477,-99.63523787653052,59.201876388561686,-9788.018051819663
64,-38.46823141806111,-88.43882449651026,82.29071611626813,-8734.233746513042
65,98.17606262916115,26.791429906944316,-11.295966163950013,2923.9097835226535
66,94.37160567111354,-25.243233617427435,-48.89756867554047,-2434.0485678932014
67,26.579919502438656,22.75175442872424,-15.679111649283954,2309.5374691618645
68,41.19861473089793,-34.34141150680962,-25.72656886404168,-3420.26078337144
69,-47.88912316513068,-71.68253468803869,-84.02633333566307,-7598.260933251091
70,84.72875286704499,77.97304323737382,5.239162182782621,8082.938745135176
71,95.69893246445048,63.740036862049635,48.05093309821237,6816.954325154999
72,62.498834640864146,-21.806046998623984,-44.14811548568982,-2160.296258266133
73,-16.60425755164829,-35.361868558061786,91.9493416208918,-3310.2919594033774
74,-35.21103587512275,25.563905221658274,71.33005133842295,2697.755657464994
75,52.159007879156064,72.79997816105856,-56.641121073377086,7280.251759876063
76,-0.8883212579076059,-68.37650327361011,-2.4411019229942497,-6881.907323676537
77,88.35539313787143,24.853969078534988,-55.39321577193481,2564.01579491625
78,79.06859220500749,7.537243239780651,-14.04159042882415,928.3109171805564
79,14.353648655342226,-10.364950726144045,31.099281520313752,-905.052960027203
80,53.79839177685696,-17.299000562828155,96.29740559247358,-1289.9130287119756
81,-19.67626801172227,98.77757254652153,28.48092830703993,9963.061301753412
82,-54.80018453167681,-67.45459594354136,0.9892251437744903,-6925.1389680503635
83,-14.751287286583192,-36.337681376988876,-29.38492758067798,-3784.303571836571
84,-96.5932065529056,-75.68311092422344,-1.7650785436761112,-7874.226869440625
85,-5.136850869495561,56.70299633439748,52.066406231285754,5848.316845004314
86,-60.86269746879207,57.62610712837716,76.23236242442275,5865.415990502394
87,-78.33190537606241,-48.13920288327491,86.85531665703638,-4778.132069574285
88,-3.586595196254123,-46.05164233908923,-42.236766560975106,-4770.655317763971
89,27.158560280209244,-4.9839032755217545,-97.5247261280693,-733.4521421909626
90,98.32963140445304,-20.36189719520462,63.75588268812504,-1578.818613535593
91,-24.46961160814898,-60.84120504867212,16.664218786540474,-6128.825942915688
92,-15.183999795229866,92.8979283919019,62.78671625959632,9492.511360443783
93,77.27344686039208,-9.443624339888629,-17.054850973888435,-792.6365094324108
94,-78.81026984058352,6.608212996587341,46.236181152271115,595.2985792260383
95,77.13886767519341,36.46971740686948,-84.53388196874809,3609.339028523961
96,-60.80417855123237,27.011763579102748,-45.21112309480635,2407.510354679372
97,-34.70187292290281,-17.714550234640996,80.53089478896806,-1621.5680489828965
98,-85.05534971975639,95.48156924859822,-12.950858793302885,9323.877551182408
99,-88.25400339133232,-58.25950167868701,39.75602483119479,-5970.055102331831
100,-18.813996706871734,39.035206571933884,96.71340458632955,4175.779556688725
101,62.86103145042324,-3.515261917647166,-80.1794885145543,-434.3036126604521
102,57.64687592534952,29.809211510762253,-67.61803908719858,2939.9941981729808
103,77.23270201855632,-85.30635231546107,70.26326867518117,-8142.586777143613
104,-62.433610455338,97.83328337059632,-79.5289275853741,9412.509932674158
105,35.22346688262718,92.34439847773513,90.72054476533813,9661.503669277263
106,-96.21003626236711,-81.47596033384146,41.71052880142685,-8318.926729913504
107,96.06914584635803,74.95185267971195,0.05801210069446938,7794.039994358474
108,-42.42926433112637,69.68325713660889,-20.89892507153435,6822.234022551943
109,-32.67110478495326,-36.905314793068335,94.38139766530696,-3501.3788906495656
110,-22.976186579501118,-65.75010143437845,42.297615698040715,-6537.381678602768
111,-50.68891854819029,90.52002503376025,80.16135226256827,9211.285842722084
112,31.116309850232568,-56.17705539991602,-19.400554566860833,-5622.322616982649
113,28.245237019175505,-84.61402393502891,1.7418256484018428,-8421.339916227333
114,-92.95329981925701,-56.86611864687905,-89.65911138172287,-6249.300492305128
115,-26.804765270197862,-11.953104314467609,-60.29109172059168,-1463.548335649036
116,48.159934968809296,6.883510491693315,-83.23310541770954,561.1060035514672
117,49.50088637674588,55.95351755692798,52.010187657679296,5921.141630790518
118,-40.10212172501084,-47.51479930405602,-15.215335018428178,-4932.158685886733
119,3.0820006695229125,-67.73097644079144,11.21345309622437,-6763.3169447232385
120,55.79291588339916,-83.29076498225055,-25.28374652095289,-8298.722200226193
121,79.90116249005615,2.7451547110804597,-63.79832320222327,292.78577472942834
122,-30.62896425620329,-67.89311449623406,-93.962785791178,-7201.759275742586
123,32.9491790364367,30.387114432848733,-8.348555627802227,3117.3463082826274
124,-9.525419491932666,-5.932871469025173,57.497885311413455,-441.5119128589796
125,2.793782039108777,58.36161332288913,-35.71780037479027,5760.576755165812
126,-67.18957542031339,2.421821243336069,80.12053988662134,312.5010804424338
127,54.9893359624748,-11.73087030103352,35.52259582784109,-917.9487880167372
128,11.890663210997872,10.858351609190436,-24.481212623134894,1046.7067644533174
129,6.971281836857997,-87.95231920727178,-26.16632905103829,-8902.456760493209
130,59.486403104294084,45.49410832253048,94.2437803051395,5029.818796031157
131,40.49700065381151,-86.20233770075303,30.686239641026646,-8456.886210482226
132,-77.39758797776024,-31.144983427047237,17.503050880078533,-3285.739675552174
133,43.8845128274734,-24.8735061130062,-0.5296138083107849,-2381.978939061351
134,74.08381413070245,86.02764905030122,-0.3872524285789325,8846.055489039987
135,16.386328625800644,29.055350944296578,-74.26561992399513,2731.19728101578
136,66.88149782613672,64.2413552415033,45.90716777076048,6782.20654428774
137,61.602799707483655,-53.389805393177284,3.6848966752819194,-5186.740260030065
138,58.22532918919319,42.25753894432356,15.066193693228854,4452.554868428343
139,21.13227777802979,-57.37587460893134,86.81274736165815,-5436.009318331265
140,-87.58024867218839,-41.20356536642311,7.558211223176244,-4355.272869205259
141,10.379894015335765,-82.80520881864163,89.6009422177479,-8012.43996215645
142,-88.40120896483512,-25.684295478166035,25.717726431769776,-2740.7356639847167
143,26.797071872122388,-24.74313713631146,23.42676512864476,-2340.22532341412
144,50.37317147631262,28.258435386082112,-21.462258465375328,2909.4133652488795
145,-61.6614914275172,7.167891743551451,-94.66013801795938,255.2945065812106
146,32.72130345871156,-58.53554669177426,58.037106584023405,-5611.607680592676
147,-90.18376206710118,-51.18350547738424,-57.144250529845884,-5568.658863288553
148,-90.75782511080388,-64.4785744602307,-80.396047683047,-6979.300177640805
149,-60.509110075727875,12.749191545357036,76.82634054157148,1358.1350272217776
150,46.49590957257118,77.47553319043831,58.0352286621131,8095.1121728995395
151,-59.44007656560801,67.44946605087051,-68.71203821734173,6401.258855316554
152,-25.221781350029346,26.835622370976694,-13.18404569328034,2586.8766369889768
153,59.9801822172941,10.360333757654885,86.37857242430724,1475.5846887407065
154,-55.06841890278034,-24.14369256411011,43.284681848117344,-2440.136570081664
155,-35.43704443328062,67.24984174822652,77.59505841891621,6906.071933595319
156,-92.04952080761517,-93.47347113397122,5.650168441618675,-9626.538211214594
157,18.695513898831535,39.37677175044698,20.57414393817554,4072.8754330991374
158,-54.96156993627097,21.45282719165067,52.543039111470335,2171.6306185911276
159,-77.35809690685167,-12.460269955320769,10.094153031619541,-1430.7955503712726
160,-47.99883080507408,14.902836746718222,-43.93363676758255,1229.2369401285275
161,77.96494975852454,18.987722808355613,-57.489616058560266,1939.3547603226543
162,52.77635303369888,-57.06004729341527,-83.75128145183916,-5854.173870087911
163,-21.682663084873838,42.03928708616712,56.988227085708985,4345.001926413159
164,55.707741651717896,-97.96082640922306,-91.50411654848163,-9980.988743658812
165,90.84214518256698,54.542326717360424,-86.3709299381583,5457.028016432126
166,78.32615590205313,-59.45274784787973,-99.3960447546069,-6074.439063286107
167,68.1463822813827,-71.94101879688844,96.18527280387389,-6742.7598915813915
168,-49.1199093798822,-76.06446341516344,85.30399126461774,-7510.11251676769
169,-76.5761089436334,-1.977916566035148,-47.300853342106564,-555.4534855298332
170,35.646481864463965,63.19022702788527,36.502256365874416,6562.082813545263
171,-69.02241746440964,23.062515360641328,-20.479269456053046,2065.894314076322
172,75.65717970039293,-30.78327640980622,-37.04014270508231,-3004.3113651342837
173,64.00648234305447,92.0992116257811,65.81061618479453,9636.71328178704
174,89.17657989962237,-32.61770925663943,-95.67511058661881,-3336.1677437085878
175,-4.250634719768058,6.0591248011111105,56.69424914842892,775.2642243385823
176,-23.85889071671572,51.56055058003096,-50.67049253357769,4957.756213397404
177,71.96161176915894,2.3779018387104287,-64.65494699615941,231.6104538957217
178,47.627944683432986,24.05426512330193,53.82345814650381,2716.027228799177
